year,Brand,Car_Price,Location,Mileage,Type
2013,كيا بيكانتو 2013,"EGP 560,000","Heliopolis, Cairo•",145000 km,Benzine
2008,Peugeot 407 2008,"EGP 340,000","Seyouf, Alexandria•",250000 km,Benzine
2024,Volkswagen ID6 2024,"EGP 2,350,000","Almazah, Cairo•",New,Electric
2019,MINI Cooper 2019 - ميني كوبر,"EGP 1,420,000","Obour City, Cairo•",83000 km,Benzine
2013,Chevrolet N300 2013,"EGP 350,000","Jewar Compound, Sheikh Zayed•",1 km,Benzine
2010,كيا سيراتو كوبيه 2010,"EGP 625,000","Heliopolis, Cairo•",148000 km,Benzine
2009,شيفروليه أفيو 2009 افيو هاتشباك,"EGP 298,000","Smoha, Alexandria•",168000 km,Benzine
2018,Mercedes Benz GLA 200 2018,"EGP 1,425,000","New Cairo, Cairo•",105000 km,Benzine
2017,أوبل أسترا 2017,"EGP 660,000","New Cairo, Cairo•",110000 km,Benzine
2006,دايو نوبيرا 2006,"EGP 180,000","5th Settlement, New Cairo•",200000 km,Benzine
2024,Land Rover Range Rover Sport P-460e 2024,"EGP 10,500,000","New Cairo, Cairo•",7000 km,Benzine
2025,Range Rover Vogue 2025 Autobiography LW,"EGP 5,000,000","New Cairo, Cairo•",New,Benzine
2017,BMW X5 2017,"EGP 2,750,000","Sheikh Zayed, Giza•",155000 km,Benzine
2006,فيات باليو 2006,"EGP 160,000","Ismailia City, Ismailia•",216 km,Benzine
2021,Jaguar F-Pace 2021,"EGP 3,850,000","Sheikh Zayed, Giza•",17500 km,Benzine
2018,Mercedes-Benz S450 AMG 2018,"EGP 6,000,000","New Cairo, Cairo•",80000 km,Benzine
2025,مرسيدس بنز جى إل سى 43 2025 AMG,"EGP 8,100,000","Nasr City, Cairo•",New,Benzine
1999,بي ام دبليو 318 1999للبدل,"EGP 400,000","Ismailia City, Ismailia•",1 km,Benzine
2024,BMW X3 2024,"EGP 3,900,000","Mohandessin, Giza•",37000 km,Benzine
2023,Volkswagen Passat 2023,"EGP 2,200,000","Sheikh Zayed, Giza•",53000 km,Benzine
1999,دايو نوبيرا 1999,"EGP 180,000","Al Amiriyyah, Cairo•",200000 km,Benzine
2010,دايو لاسيتى 2010,"EGP 420,000","Fayoum City, Fayoum•",1 km,Benzine
2004,كيا ريو 2004,"EGP 240,000","Kerdasa, Giza•",17000 km,Benzine
2024,Volkswagen ID4 2024 فولكس فاجن,"EGP 2,080,000","Madinaty, Cairo•",New,Electric
1990,فيات تيمبرا 1990,"EGP 135,000","Bacchus, Alexandria•",100000 km,Benzine
2019,Chery Envy 2019   -   شيري انفي,"EGP 350,000","Maadi, Cairo•",195000 km,Benzine
2010,Kia Picanto 2010,"EGP 430,000","Shorouk City, Cairo•",113000 km,Benzine
2017,سوزوكى فان تومنايا 2017,"EGP 280,000","Abasiya, Cairo•",50000 km,Benzine
2024,Mercedes-Benz GLC 200 Coupe 2024 مرسيدس بنز جي إل سي 200 كوبيه موديل,"EGP 5,500,000","Sheikh Zayed, Giza•",New,Benzine
2025,استلام فوري - Mercedes E 200 AMG Premium Plus 2025 - مرسيدس,"EGP 6,250,000","5th Settlement, New Cairo•",New,Hybrid
2025,استلام فوري - KIA Sportage X-Line Facelift 2025 - كيا,"EGP 2,800,000","New Cairo, Cairo•",New,Benzine
2010,Kia Picanto 2010,"EGP 430,000","Shorouk City, Cairo•",113000 km,Benzine
2017,سوزوكى فان تومنايا 2017,"EGP 280,000","Abasiya, Cairo•",50000 km,Benzine
2024,Mercedes-Benz GLC 200 Coupe 2024 مرسيدس بنز جي إل سي 200 كوبيه موديل,"EGP 5,500,000","Sheikh Zayed, Giza•",New,Benzine
2025,استلام فوري - Mercedes E 200 AMG Premium Plus 2025 - مرسيدس,"EGP 6,250,000","5th Settlement, New Cairo•",New,Hybrid
2025,استلام فوري - KIA Sportage X-Line Facelift 2025 - كيا,"EGP 2,800,000","New Cairo, Cairo•",New,Benzine
2023,استلام فوري - BMW 420i Gran Coupe Msport 2023 - بي ام دبليو,"EGP 3,500,000","Nasr City, Cairo•",22000 km,Benzine
2025,استلام فوري - Mercedes EQE 500 SUV 2025 - مرسيدس,"EGP 4,100,000","New Cairo, Cairo•",New,Electric
2014,فورد فييستا 2014 تيتاينوم فابريكا,"EGP 495,000","New Nozha, Cairo•",160000 km,Benzine
2019,MINI Cooper 2019,"EGP 1,500,000","Mohandessin, Giza•",65000 km,Benzine
2019,Mercedes-Benz E350 2019,"EGP 3,350,000","Sheikh Zayed, Giza•",61000 km,Benzine
2022,Mercedes-Benz EQS 580+ 2022,"EGP 5,700,000","Sheikh Zayed, Giza•",10000 km,Electric
2013,بى واى دى‬ F3 2013,"EGP 300,000","Helwan, Cairo•",1 km,Hybrid
2001,ميتسوبيشي أخرى 2001,"EGP 200,000","New Damietta, Damietta•",19999 km,Diesel
2005,Chevrolet Aveo 2005,"EGP 275,000","Helwan, Cairo•",215000 km,Benzine
1988,فيات أونو 1988,"EGP 80,000","Moharam Bik, Alexandria•",320000 km,Benzine
2013,شانجان بينى مينى 2013 بموتور سوزوكي ياباني,"EGP 180,000","Haram, Giza•",1 km,Benzine
2017,Porsche Macan 2017,"EGP 2,850,000","Sheikh Zayed, Giza•",82000 km,Benzine
2024,Porsche Macan T 2024,"EGP 5,900,000","Sheikh Zayed, Giza•",New,Benzine
2018,Mercedes-Benz E250 2018 AMG Kit,"EGP 1,300,000","5th Settlement, New Cairo•",165000 km,Benzine
1970,فولكسفاغن بيتل 1970,"EGP 100,000","Shubra, Cairo•",285000 km,Benzine
2023,Mercedes GLC 300 SUV AMG Night Package 2023,"EGP 5,500,000","New Cairo, Cairo•",New,Benzine
2025,Chevrolet N300 2025,"EGP 700,000","Al Manial, Cairo•",New,Benzine
2009,Chevrolet Lanos 2009 اخر موديل تقفيل كوري,"EGP 290,000","Suez District, Suez•",217000 km,Benzine
2008,نيسان تيدا 2008,"EGP 450,000","Nasr City, Cairo•",250000 km,Benzine
2024,سيات تراكو fr موديل 2024 كسر زيرو,"EGP 2,100,000","Heliopolis, Cairo•",23000 km,Benzine
2008,فولكسفاغن جيتا 2008,"EGP 750,000","Gesr Al Suez, Cairo•",20000 km,Benzine
2016,ميتسوبيشي لانسر فابريكة بالكامل 2016,"EGP 660,000","Suez District, Suez•",136000 km,Benzine
2025,مرسيدس بنز فيانو 300 2025,"EGP 6,800,000","New Cairo, Cairo•",New,Benzine
2008,Hyundai Getz 2008,"EGP 500,000","Nasr City, Cairo•",167000 km,Benzine
2024,Mercedes-Benz C180 2024,"EGP 3,450,000","New Cairo, Cairo•",22000 km,Benzine
2012,جيب جراند شيروكى 2012 ممتازه,"EGP 1,400,000","El Shorouk 2000, Shorouk City•",150 km,Benzine
2009,دايو نوبيرا 2 2009,"EGP 290,000","Al Hadrah, Alexandria•",215000 km,Benzine
2000,فورد فييستا 2000,"EGP 185,000","Smoha, Alexandria•",185000 km,Benzine
2024,هامر اتش 3 2024,"EGP 10,000,000","New Cairo, Cairo•",2000 km,Electric
2023,2023 Porsche Cayenne S Coupé (Platinum Edition),"EGP 8,000,000","New Cairo, Cairo•",16000 km,Benzine
1980,فيات 128 (1980) للبيع,"EGP 67,000","Atssa, Fayoum•",100000 km,Benzine
2012,رينو لوجان 2012,"EGP 280,000","Basyoun, Gharbia•",152000 km,Benzine
2004,دايو نوبيرا 2004,"EGP 250,000","Markaz al-Giza, Giza•",248 km,Benzine
2024,Land Rover Range Rover Sport 2024,"EGP 11,600,000","Heliopolis, Cairo•",New,Hybrid
2010,هيونداي ماتريكس 2010,"EGP 570,000","Shubra, Cairo•",108000 km,Benzine
2001,سوزوكي ماروتى 2001,"EGP 150,000","Seyouf, Alexandria•",20000 km,Benzine
2009,شيفروليه لانوس موديل ٢٠٠٩ اخر موديل في موديلات الكوري,"EGP 290,000","Ain Sukhna, Suez•",217000 km,Benzine
2019,مرسيدس بنز إيه 200 2019,"EGP 1,875,000","West Somid, 6th of October•",83000 km,Benzine
2022,2022 Porsche Cayenne GTS Coupé,"EGP 8,450,000","New Cairo, Cairo•",30000 km,Benzine
2015,سكودا أوكتافيا 2015 توب لاين فابريكه بالكامل/ الاشقاء للسيارات,"EGP 1,000,000","Mahalla al-Kobra, Gharbia•",130000 km,Benzine
2001,سوزوكي ماروتى 2001,"EGP 150,000","Seyouf, Alexandria•",20000 km,Benzine
2009,شيفروليه لانوس موديل ٢٠٠٩ اخر موديل في موديلات الكوري,"EGP 290,000","Ain Sukhna, Suez•",217000 km,Benzine
2019,مرسيدس بنز إيه 200 2019,"EGP 1,875,000","West Somid, 6th of October•",83000 km,Benzine
2022,2022 Porsche Cayenne GTS Coupé,"EGP 8,450,000","New Cairo, Cairo•",30000 km,Benzine
2015,سكودا أوكتافيا 2015 توب لاين فابريكه بالكامل/ الاشقاء للسيارات,"EGP 1,000,000","Mahalla al-Kobra, Gharbia•",130000 km,Benzine
2020,مرسيدس بنز جي إل - كلاس  200   2020,"EGP 3,050,000","5th Settlement, New Cairo•",120000 km,Benzine
2021,مرسيدس بنز اي 200 2021,"EGP 4,050,000","5th Settlement, New Cairo•",28000 km,Benzine
2023,مرسيدس بنز جى إل سى 200 2023,"EGP 4,400,000","Suez District, Suez•",25000 km,Benzine
2010,سبيرانزا أم 11 2010,"EGP 220,000","15 May City, Cairo•",192500 km,Benzine
1984,بيجو 504 إستيشن 1984,"EGP 100,000","Mansura, Dakahlia•",1 km,Natural Gas
2008,Fiat Punto 2008,"EGP 295,000","Smoha, Alexandria•",97000 km,Benzine
2025,Mercedes-Benz C200 2025 Fully Loaded spoiler wakeel  total insurance,"EGP 4,700,000","Sheraton, Cairo•",New,Benzine
2015,سوزوكي فان 2015,"EGP 260,000","Ard El Lewa, Giza•",51000 km,Benzine
2004,فولكسفاغن بولو 2004,"EGP 320,000","Heliopolis, Cairo•",120000 km,Benzine
2015,كيا ريو  هاتشباك اعلى فئه بصمه 2015,"EGP 665,000","3rd Settlement, New Cairo•",119000 km,Benzine
2019,هيونداي توسان 2019 Hyundai Tucsonفبريكه بالكامل كامله تاني فئه,"EGP 1,290,000","Heliopolis, Cairo•",100000 km,Benzine
2024,BMW 320 2024 M sport 16000km,"EGP 3,250,000","The Strip - Sodic Compound, Sheikh Zayed•",16000 km,Benzine
2007,نيسان صني 2007,"EGP 340,000","Helmeya al-Gadeda, Cairo•",230000 km,Benzine
2003,هيونداي افانتي 2003,"EGP 490,000","New Cairo, Cairo•",163 km,Benzine
2024,مرسيدس بنز سي 180 2024 2024,"EGP 3,750,000","New Cairo, Cairo•",8000 km,Benzine
2017,Sentra for sale,"EGP 635,000","New Cairo, Cairo•",165000 km,Benzine
2009,Hyundai Getz 2009,"EGP 430,000","Damanhour, Beheira•",157000 km,Benzine
2007,دايهاتسو تيريوس 2007,"EGP 440,000","Bilbeis, Sharqia•",360 km,Benzine
2022,جيتورX95 أعلى فئه توب لاين 2022,"EGP 1,300,000","Heliopolis, Cairo•",45000 km,Benzine
2022,لاند روفر فيلار 2022,"EGP 4,800,000","Suez District, Suez•",58000 km,Benzine
2025,بيجو 408 2025,"EGP 2,480,000","New Cairo, Cairo•",New,Benzine
2019,أودي أس3/ أر أس3 2019,"EGP 2,000,000","5th Settlement, New Cairo•",48000 km,Benzine
2020,مرسيدس بنز جى إل سى 200 2020,"EGP 3,050,000","Suez District, Suez•",120000 km,Benzine
2014,كيا ريو هاتشباك اعلى فئه بصمه موديل 2014,"EGP 670,000","3rd Settlement, New Cairo•",144000 km,Benzine
2023,BMW X5 2023,"EGP 5,100,000","5th Settlement, New Cairo•",68000 km,Benzine
1989,فيات 128 1989,"EGP 45,000","Helwan, Cairo•",1 km,Benzine
2008,نوع أخر ماهيندرا 2008,"EGP 320,000","Safwa Dream, Borg al-Arab•",285000 km,Diesel
2023,رينو ميجان 4 سينجتشر 2023,"EGP 1,180,000","Heliopolis, Cairo•",13000 km,Benzine
2017,كيا سبورتاج 2017,"EGP 1,190,000","6th of October, Giza•",122000 km,Benzine
2008,كيا بيكانتو 2008,"EGP 470,000","Luxor City, Luxor•",93000 km,Benzine
2004,سبيرانزا إيه 11 2004,"EGP 180,000","Ain Shams, Cairo•",18000 km,Benzine
1989,فيات 128 1989,"EGP 40,000","Attaka, Suez•",1 km,Benzine
1999,فولكسفاغن بولو 1999,"EGP 179,000","Sidi Beshr, Alexandria•",250000 km,Benzine
2023,بي ام دبليو إكس 1 2023 BMW X1 جديده لم ترخص استيراد الماني,"EGP 2,650,000","New Cairo, Cairo•",New,Benzine
1997,BMW 730 1997 1997 BMW 728i (E38),"EGP 1,850,000","5th Settlement, New Cairo•",190000 km,Benzine
2023,Mercedes-Benz E200 2023 Amg,"EGP 4,350,000","Madinaty, Cairo•",12000 km,Benzine
1995,سكودا فيليشيا 1995,"EGP 120,000","Ashmon, Monufia•",1000000 km,Benzine
2021,Renault Megane 2021,"EGP 950,000","Hadayek al-Ahram, Giza•",115000 km,Benzine
1998,BMW 730 1998 Long Wheel Base E38 Facelift,"EGP 1,450,000","5th Settlement, New Cairo•",350000 km,Benzine
2025,BMW X1 2025,"EGP 3,250,000","Sheikh Zayed, Giza•",New,Benzine
2023,Mercedes-Benz E200 2023 Amg,"EGP 4,350,000","Madinaty, Cairo•",12000 km,Benzine
1995,سكودا فيليشيا 1995,"EGP 120,000","Ashmon, Monufia•",1000000 km,Benzine
2021,Renault Megane 2021,"EGP 950,000","Hadayek al-Ahram, Giza•",115000 km,Benzine
1998,BMW 730 1998 Long Wheel Base E38 Facelift,"EGP 1,450,000","5th Settlement, New Cairo•",350000 km,Benzine
2025,BMW X1 2025,"EGP 3,250,000","Sheikh Zayed, Giza•",New,Benzine
2019,MINI Cooper 2019,"EGP 1,150,000","New Cairo, Cairo•",109000 km,Benzine
2004,شيرى كيو كيو 2004,"EGP 125,000","Agami, Alexandria•",150000 km,Benzine
2020,بي ام  إكس 5 2020 BMW x5 m50i,"EGP 4,750,000","New Cairo, Cairo•",78000 km,Benzine
2019,نيسان أخرى 2019,"EGP 900,000","Al Feshn, Beni Suef•",108000 km,Benzine
2022,Suzuki Dzire 2022,"EGP 500,000","Tanta, Gharbia•",40000 km,Benzine
2000,دايو لانوس جولييت 2000,"EGP 220,000","11th District, 6th of October•",280000 km,Benzine
2022,Jeep Renegade 2022,"EGP 1,080,000","Sheikh Zayed, Giza•",95000 km,Benzine
2017,Ford Focus 2017,"EGP 590,000","Sheikh Zayed, Giza•",192000 km,Benzine
2016,Opel Corsa 2016,"EGP 497,000","La Vista Bay North Coast, North Coast•",163000 km,Benzine
2020,تويوتا لاند كروزر 2020 تويوتا -  لاند كروزر  GX - R  Grand Touring - V,"EGP 6,550,000","Madinaty, Cairo•",55000 km,Benzine
2014,شيفروليه لانوس 2014,"EGP 350,000","Awayed, Alexandria•",230000 km,Benzine
2013,Mitsubishi Lancer 2013,"EGP 480,000","Fayoum City, Fayoum•",195000 km,Benzine
1984,عربية لادا 2107 للبيع,"EGP 85,000","Akhmim, Sohag•",1 km,Benzine
2014,ميتسوبيشي باجيرو 2014 MITSUBISHI PAJERO GLS,"EGP 1,590,000","Heliopolis, Cairo•",200000 km,Benzine
2024,مرسيدس بنز جى إل سى 200 2024 | Mercedes GLC 200 model 2024,"EGP 5,200,000","5th Settlement, New Cairo•",New,Benzine
2025,أودي إيه 3 2025 Audi A3,"EGP 2,250,000","New Cairo, Cairo•",New,Benzine
2020,مرسيدس بنز سي 180 2020 Mercedes Benz C180 بحاله الزيرو,"EGP 2,850,000","New Cairo, Cairo•",12000 km,Benzine
2010,سوزوكي ماروتى 2010,"EGP 170,000","Suez District, Suez•",135000 km,Benzine
2022,Skoda Kodiaq 2022 Sport-line 4*4,"EGP 2,400,000","Nasr City, Cairo•",85000 km,Benzine
2019,مرسيدس E350 موديل 2019 رمادي,"EGP 3,750,000","Mohandessin, Giza•",19000 km,Benzine
2015,Mercedes C180 Avantgarde 2015,"EGP 1,800,000","New Cairo, Cairo•",150000 km,Benzine
2023,Audi A6 2023 38000km,"EGP 3,250,000","The Strip - Sodic Compound, Sheikh Zayed•",38000 km,Benzine
2023,Mercedes-Benz GLC 300 2023 SUV Amg 14000km,"EGP 5,000,000","The Strip - Sodic Compound, Sheikh Zayed•",14000 km,Benzine
2025,Skoda Kodiaq 2025,"EGP 3,150,000","5th Settlement, New Cairo•",New,Benzine
2024,Mercedes-Benz E300 2024 hybrid 1000km Avantgarde,"EGP 4,900,000","The Strip - Sodic Compound, Sheikh Zayed•",1000 km,Hybrid
2019,Mercedes-Benz C180 2019,"EGP 2,400,000","Katameya, Cairo•",62000 km,Benzine
2020,مرسيدس سي 200 ايه ام جي Mercedes Benz C200 AMG 2020,"EGP 2,850,000","New Cairo, Cairo•",125000 km,Benzine
2024,Mercedes benz eqa 260 2024,"EGP 2,250,000","New Cairo, Cairo•",New,Electric
1988,لادا أخرى 1988,"EGP 80,000","Schutz, Alexandria•",1 km,Benzine
2019,سكودا سوبرب 2019 Skoda superb,"EGP 1,500,000","New Cairo, Cairo•",80000 km,Benzine
2014,Renault Logan 2014,"EGP 365,000","New Maadi, Maadi•",220 km,Benzine
1979,Mercedes-Benz E200 1979,"EGP 500,000","Dokki, Giza•",167000 km,Benzine
2022,رينو لوجان 2022,"EGP 610,000","5th Settlement, New Cairo•",77000 km,Benzine
2010,Chevrolet Lanos 2010,"EGP 305,000","Nasr City, Cairo•",172000 km,Benzine
2019,زوتى تي 600 2019,"EGP 650,000","Tag Sultan, Nasr City•",185000 km,Benzine
2025,سيات اتيكا 2025,"EGP 1,925,000","Mansura, Dakahlia•",New,Benzine
2025,Mercedes GLC 300 Coupe 2025,"EGP 5,850,000","New Cairo, Cairo•",New,Benzine
2022,Peugeot 3008 2022 GT Line,"EGP 1,700,000","Sheikh Zayed, Giza•",22999 km,Benzine
2010,Chevrolet Cruze 2010,"EGP 430,000","Hadayek al-Ahram, Giza•",181000 km,Benzine
2025,chevrolet captiva 7 seats 2025,"EGP 1,525,000","New Cairo, Cairo•",New,Benzine
2025,سيات اتيكا 2025,"EGP 1,925,000","Mansura, Dakahlia•",New,Benzine
2025,Mercedes GLC 300 Coupe 2025,"EGP 5,850,000","New Cairo, Cairo•",New,Benzine
2022,Peugeot 3008 2022 GT Line,"EGP 1,700,000","Sheikh Zayed, Giza•",22999 km,Benzine
2010,Chevrolet Cruze 2010,"EGP 430,000","Hadayek al-Ahram, Giza•",181000 km,Benzine
2025,chevrolet captiva 7 seats 2025,"EGP 1,525,000","New Cairo, Cairo•",New,Benzine
2024,BYD Tang 2024,"EGP 2,900,000","Sheikh Zayed, Giza•",New,Electric
2025,Mercedes-Benz GLA 200 2025,"EGP 3,700,000","Sheikh Zayed, Giza•",New,Benzine
1996,سكودا فيليشيا 1996,"EGP 95,000","Maamoura, Alexandria•",150000 km,Benzine
2021,Mercedes E200 Convertible AMG 2021,"EGP 3,950,000","Heliopolis, Cairo•",28000 km,Benzine
2024,Mercedes-Benz GLC 300 2024 AMG,"EGP 5,700,000","New Cairo, Cairo•",New,Benzine
2004,Kia Picanto 2004,"EGP 310,000","Ismailia City, Ismailia•",196500 km,Benzine
2020,Mercedes-Benz C180 2020,"EGP 2,500,000","Nakheel Residence, Shorouk City•",106000 km,Benzine
2007,Hyundai Verna USA 2007 automatic in very rare condition. 139000 km,"EGP 375,000","El Fardous Compound, 6th of October•",140000 km,Benzine
2000,كيا شوما 2000,"EGP 230,000","7th District, 6th of October•",280 km,Benzine
2024,BMW 320i M-Sport 2024,"EGP 3,500,000","Sheikh Zayed, Giza•",New,Benzine
2016,Jeep Grand Cherokee SRT 2016,"EGP 4,200,000","Sheikh Zayed, Giza•",50000 km,Benzine
2025,Mercedes-Benz CLA 200 2025,"EGP 3,450,000","Sheikh Zayed, Giza•",New,Benzine
2024,Mercedes C180 AMG 2024,"EGP 3,500,000","Heliopolis, Cairo•",New,Benzine
2005,جيب ليبرتى 2005,"EGP 498,000","1st Settlement, New Cairo•",170000 km,Benzine
2018,نيسان صني 2018 فابريكة بالكامل,"EGP 500,000","Nasr City, Cairo•",120000 km,Benzine
2019,فابريكا بالكامل رينو كادجار 2019 Signature Plus,"EGP 900,000","1st District, 6th of October•",106000 km,Benzine
2020,Mercedes-Benz E350 2020,"EGP 3,950,000","Heliopolis, Cairo•",30000 km,Benzine
2023,Mercedes-Benz GLE 450 2023,"EGP 5,600,000","Heliopolis, Cairo•",45000 km,Benzine
2025,Mercedes-Benz C180 2025,"EGP 3,950,000","Heliopolis, Cairo•",New,Benzine
2024,BMW X6 2024,"EGP 8,000,000","Heliopolis, Cairo•",13000 km,Benzine
2025,MINI Cooper 2025,"EGP 2,650,000","Heliopolis, Cairo•",3000 km,Benzine
2025,Skoda Kodiaq 2025,"EGP 3,150,000","Heliopolis, Cairo•",New,Benzine
2019,Mercedes-Benz E350 2019,"EGP 3,900,000","Heliopolis, Cairo•",38000 km,Benzine
2012,Mercedes-Benz C180 2012,"EGP 1,280,000","Heliopolis, Cairo•",200000 km,Benzine
